iteration,loss
50,1.6588956117630005
100,1.6474617719650269
150,1.3760144710540771
200,1.657353162765503
250,1.525489330291748
300,1.470782995223999
350,1.3550738096237183
400,1.198928952217102
450,1.2440245151519775
500,1.3031725883483887
550,1.2958110570907593
600,1.4652482271194458
650,1.2018938064575195
700,1.3127809762954712
750,1.1607407331466675
800,1.3317279815673828
850,1.2836668491363525
900,1.29027259349823
950,1.2503633499145508
1000,1.1281991004943848
1050,1.1798104047775269
1100,1.0990314483642578
1150,1.3155975341796875
1200,1.3694415092468262
1250,1.2363402843475342
1300,1.2086262702941895
1350,1.214303970336914
1400,1.3517253398895264
1450,1.1256353855133057
1500,1.1259069442749023
1550,1.1437792778015137
1600,1.1502292156219482
1650,1.1428543329238892
1700,1.0104295015335083
1750,1.1110146045684814
1800,1.1961705684661865
1850,1.2015191316604614
1900,1.0053004026412964
1950,0.9447780251502991
2000,1.0925754308700562
2050,1.1402117013931274
2100,1.1094154119491577
2150,1.11568021774292
2200,1.0542879104614258
2250,1.0658950805664062
2300,1.1302095651626587
2350,1.2726577520370483
2400,1.047560453414917
2450,1.0369430780410767
2500,1.1882120370864868
2550,1.1040048599243164
2600,1.0295581817626953
2650,1.0989012718200684
2700,1.0963811874389648
2750,1.107398271560669
2800,1.0385732650756836
2850,1.076809287071228
2900,0.9909324645996094
2950,1.0704991817474365
3000,1.061743140220642
3050,1.028612732887268
3100,1.153272032737732
3150,1.068446159362793
3200,1.0821242332458496
3250,1.1005810499191284
3300,1.0485018491744995
3350,0.9267512559890747
3400,1.026583194732666
3450,1.1048858165740967
3500,1.0230205059051514
3550,1.0499193668365479
3600,1.111627459526062
3650,0.9617630243301392
3700,1.0140066146850586
3750,0.9462844133377075
3800,1.0119946002960205
3850,0.9748551249504089
3900,1.0774023532867432
3950,1.1014665365219116
4000,1.0408395528793335
4050,1.0106642246246338
4100,1.0178277492523193
4150,1.0056397914886475
4200,0.9406771659851074
4250,1.0087542533874512
4300,1.071109414100647
4350,0.982779860496521
4400,1.0257941484451294
4450,1.1461780071258545
