iteration,loss
50,1.945983648300171
100,1.680964469909668
150,1.4508943557739258
200,1.9319177865982056
250,1.4154905080795288
300,1.562652349472046
350,1.4268962144851685
400,1.219003677368164
450,1.3805501461029053
500,1.5706993341445923
550,1.2851676940917969
600,1.36409330368042
650,1.3089842796325684
700,1.3799214363098145
750,1.1466352939605713
800,1.3142001628875732
850,1.3500845432281494
900,1.448913335800171
950,1.2965419292449951
1000,1.1357969045639038
1050,1.196700930595398
1100,1.1507692337036133
1150,1.4606330394744873
1200,1.3629974126815796
1250,1.3716893196105957
1300,1.084539771080017
1350,1.237985610961914
1400,1.4924242496490479
1450,1.2456409931182861
1500,1.1104892492294312
1550,0.9895095229148865
1600,1.2552366256713867
1650,0.9700227379798889
1700,0.9768009185791016
1750,1.1841531991958618
1800,1.1652162075042725
1850,1.0378509759902954
1900,0.9439018368721008
1950,0.8214514851570129
2000,0.9499502778053284
2050,0.9739123582839966
2100,0.9464247226715088
2150,1.029128074645996
2200,0.8874659538269043
2250,0.9193230867385864
2300,0.9727720618247986
2350,1.0470285415649414
2400,0.9626920223236084
2450,0.8866229057312012
2500,1.0020662546157837
2550,1.0316944122314453
2600,0.875818133354187
2650,0.9767416715621948
2700,0.9787303805351257
2750,0.9644770622253418
2800,0.9583872556686401
2850,0.917334794998169
2900,0.9403115510940552
2950,0.831897497177124
3000,0.8811836838722229
3050,0.986467182636261
3100,0.9418877959251404
3150,0.8951589465141296
3200,0.8685006499290466
3250,0.9942998886108398
3300,0.9366233348846436
3350,0.7771895527839661
3400,0.9172118902206421
3450,1.0327471494674683
3500,0.9224847555160522
3550,0.992611289024353
3600,0.9100390076637268
3650,0.8498448729515076
3700,0.944977879524231
3750,0.8099135756492615
3800,0.8683074116706848
3850,0.8296657800674438
3900,1.0334372520446777
3950,1.0623953342437744
4000,0.8898233771324158
4050,0.9078574180603027
4100,0.8473185896873474
4150,0.8284045457839966
4200,0.8271582722663879
4250,0.8150132894515991
4300,0.9135634303092957
4350,0.8326560854911804
4400,0.8350982666015625
4450,0.9646477103233337
4500,0.9186674356460571
4550,0.9445147514343262
4600,0.7948530316352844
4650,0.9077981114387512
4700,0.9280121922492981
4750,0.8626130819320679
4800,1.0424537658691406
4850,0.809862494468689
4900,0.8775336742401123
4950,0.8708217740058899
5000,0.781648576259613
5050,0.8959931135177612
5100,0.7763992547988892
5150,0.7271379828453064
5200,0.8807503581047058
5250,0.8634209036827087
5300,0.8411309123039246
5350,0.9647433757781982
5400,0.7774079442024231
5450,0.8091013431549072
5500,0.7993537187576294
5550,0.8383909463882446
5600,0.8083009123802185
5650,0.7635384798049927
5700,0.8639021515846252
5750,0.7006129026412964
5800,0.9849810004234314
5850,0.8748961091041565
5900,0.7555108070373535
5950,0.691447377204895
6000,0.7111197710037231
6050,0.8676465153694153
6100,0.8272138237953186
6150,0.7360823750495911
6200,1.0107721090316772
6250,0.8329775929450989
6300,0.8083505630493164
6350,0.7294280529022217
6400,1.0364922285079956
6450,0.701130211353302
6500,0.8473197221755981
6550,0.7828125357627869
6600,0.6520751118659973
6650,0.8082858920097351
6700,0.737595796585083
6750,0.9081658720970154
6800,0.880453884601593
6850,0.844111979007721
6900,0.768488883972168
6950,0.7781504392623901
7000,0.8798457980155945
7050,0.8103516101837158
7100,0.7868110537528992
7150,0.6638904809951782
7200,0.7944818735122681
7250,0.7421627640724182
7300,0.6772456169128418
7350,0.8167241215705872
7400,0.875796377658844
7450,0.7513715028762817
7500,0.6717649102210999
7550,0.6349458694458008
7600,0.7788117527961731
7650,0.8237470388412476
7700,0.8034080862998962
7750,0.861789882183075
7800,0.7178255319595337
7850,0.7024683952331543
7900,0.7654011845588684
7950,0.9143758416175842
8000,0.862044632434845
8050,0.6694957613945007
8100,0.8075692057609558
8150,0.840643584728241
8200,0.7456580400466919
8250,0.7864329218864441
8300,0.8900569081306458
8350,0.8261830806732178
8400,0.7717123627662659
8450,0.7276225686073303
8500,0.7387438416481018
8550,0.6857030391693115
8600,0.7684677243232727
8650,0.9033371806144714
8700,0.7993038892745972
8750,0.7624692916870117
8800,0.6846683025360107
8850,0.8321055769920349
8900,0.7855847477912903
8950,0.6498433351516724
9000,0.7238658666610718
9050,0.7606946229934692
9100,0.76839679479599
9150,0.8604952096939087
9200,0.7829386591911316
9250,0.714211642742157
9300,0.7680825591087341
9350,0.6565604209899902
9400,0.7792373895645142
9450,0.6704443097114563
9500,0.7748920321464539
9550,0.9102983474731445
9600,0.8109201788902283
9650,0.7222774028778076
9700,0.7680932283401489
9750,0.6822039484977722
9800,0.7312583923339844
9850,0.7208753824234009
9900,0.8855883479118347
9950,0.738987147808075
10000,0.760054349899292
10050,0.798521101474762
10100,0.7613828182220459
10150,0.790934681892395
10200,0.6817367076873779
10250,0.8554995656013489
10300,0.7819321751594543
10350,0.7261999845504761
10400,0.9452309012413025
10450,0.7458917498588562
10500,0.7795849442481995
10550,0.9074251055717468
10600,0.7057555317878723
10650,0.806494951248169
10700,0.8064910173416138
10750,0.6877619028091431
10800,0.7959354519844055
10850,0.8510301113128662
10900,0.8168001174926758
10950,0.8280845284461975
11000,0.747094988822937
11050,0.763823390007019
11100,0.7629854679107666
11150,0.8062950372695923
11200,0.7419655919075012
